指标,角色,问题,问题的不同的问法,问题类型,展示方式,小程序跳转页面名称,小程序跳转页面路径,PC端跳转页面名称,PC端跳转页面路径,主题,精度,表,字段,维度(分组).1,维度限定条件,日期限定条件,维度(分组)（包括表名）,维度限定条件（包括表名）,答案-SQL部分,推荐的关联问题,结果+分析解读部分,意图识别场景,意图识别场景流程,意图识别场景参数
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】",华南区本月的会员客单数占比是多少？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""会员客单数占比"":2 } , ""joint"":{ ""会员客单数占比"":""%"" } }",,,,门店.区域名称='华南区',销售.销售日期='当月',,门店维度表.区域名称='华南区',SELECT      count(distinct case when is_member = '会员' then order_id else null end) / count(distinct order_id)*100   as '会员客单数占比'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE year(a.business_date) = year(curdate()) and month(a.business_date) = month(curdate())     and b.area_name = '华南区',,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",深圳XXX路店本月的会员客单数占比是多少？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""会员客单数占比"":2 } , ""joint"":{ ""会员客单数占比"":""%"" } }",,,,门店.门店名称='深圳XXX路店',销售.销售日期='当月',,门店维度表.门店名称='深圳XXX路店',SELECT      count(distinct case when is_member = '会员' then order_id else null end) / count(distinct order_id)*100   as '会员客单数占比'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE year(a.business_date) = year(curdate()) and month(a.business_date) = month(curdate())     and b.store_name = '深圳XXX路店',,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数,"老板【总部】,营销【总部】",上个月，哪些区域的会员客单数同比增长最快？,,排名类,表格,,,,,销售,"{ ""accuracy"":{ ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,门店.区域名称,销售.是否会员='会员',销售.销售日期='上个月',门店维度表.区域名称,销售事实表.是否会员='会员',"SELECT area_name  as '区域名称'  ,this_year_member_orders  as '上个月会员客单数' ,last_year_member_orders  as '去年同期会员客单数'  ,this_year_member_orders  - last_year_member_orders   as '同比差额'   ,ifnull((this_year_member_orders - last_year_member_orders) / last_year_member_orders,0) *100  as '同比变化率' FROM ( SELECT      b.area_name,     count(distinct case when (year(a.business_date)=year(date_sub(curdate(), interval 1 month))-1 and month(a.business_date) = month(date_sub(curdate(), interval 1 month))) then a.order_id else null end) as last_year_member_orders,     count(distinct case when (year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))) then a.order_id else null end) as this_year_member_orders FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE a.is_member = '会员' GROUP BY b.area_name ) t ORDER BY '同比变化率' desc LIMIT 1 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月深圳XXX路店的会员客单数占比是多少？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""会员客单数占比"":2 } , ""joint"":{ ""会员客单数占比"":""%"" } } ",,,,门店.门店名称='深圳XXX路店',销售.销售日期='上个月',,门店维度表.门店名称='深圳XXX路店',"  SELECT      count(distinct case when is_member = '会员' then order_id else null end) / count(distinct order_id)*100   as '会员客单数占比'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))     and b.store_name = '深圳XXX路店'",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数,"老板【总部】,营销【总部】",上个月线上和线下渠道的会员客单数分别是多少？,,分布类,表格,,,,,销售,,,,渠道.渠道名称,销售.是否会员='会员',销售.销售日期='上个月',渠道维度表.渠道名称,销售事实表.是否会员='会员',"SELECT c.channel_name  as '渠道名称'  , count(distinct a.order_id)   as '客单数'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_channel as c on a.channel_id = c.channel_id WHERE year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))     and a.is_member = '会员' GROUP BY c.channel_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",上个月华南区线上和线下渠道的会员客单数分别是多少？,,分布类,表格,,,,,销售,,,,渠道.渠道名称,门店.区域名称='华南区' AND 销售.是否会员='会员',销售.销售日期='上个月',渠道维度表.渠道名称,门店维度表.区域名称='华南区' AND 销售事实表.是否会员='会员',"SELECT c.channel_name  as '渠道名称'  , count(distinct a.order_id)   as '客单数'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_channel as c on a.channel_id = c.channel_id JOIN vw_dwd_dim_store as e on a.store_id = e.store_id WHERE year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))     and a.is_member = '会员' 	and e.area_name = '华南区' GROUP BY c.channel_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月深圳XXX路店线上和线下渠道的会员客单数分别是多少？,,分布类,表格,,,,,销售,,,,渠道.渠道名称,门店.门店名称='深圳XXX路店' AND 销售.是否会员='会员',销售.销售日期='上个月',渠道维度表.渠道名称,门店维度表.门店名称='深圳XXX路店' AND 销售事实表.是否会员='会员',"SELECT c.channel_name  as '渠道名称'  , count(distinct a.order_id)   as '客单数'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_channel as c on a.channel_id = c.channel_id JOIN vw_dwd_dim_store as e on a.store_id = e.store_id WHERE year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))     and a.is_member = '会员' 	and e.store_name = '深圳XXX路店' GROUP BY c.channel_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数,"老板【总部】,营销【总部】",去年全年，会员客单数的月增长趋势如何？,,趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""会员客单数占比"":2 } , ""joint"":{ ""会员客单数占比"":""%"" } }",,,销售.销售日期,,销售.销售日期='去年',销售事实表.销售日期,,"SELECT      month(a.business_date)   as '月份' , count(distinct case when is_member = '会员' then order_id else null end)   as '会员客单数'  ,     count(distinct case when is_member = '会员' then order_id else null end) / count(distinct order_id)   as '会员客单数占比'  FROM vw_dwd_fact_store_order_detail as a WHERE year(a.business_date) = year(curdate())-1 GROUP BY month(a.business_date)  ORDER BY month(a.business_date) ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",去年全年，华南区会员客单数的月增长趋势如何？,,趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""会员客单数占比"":2 } , ""joint"":{ ""会员客单数占比"":""%"" } }",,,销售.销售日期,门店.区域名称='华南区',销售.销售日期='去年',销售事实表.销售日期,门店维度表.区域名称='华南区'," SELECT      month(a.business_date) as '月份' , count(distinct case when is_member = '会员' then order_id else null end)  as '会员客单数'  ,     count(distinct case when is_member = '会员' then order_id else null end) / count(distinct order_id)   as '会员客单数占比'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE year(a.business_date) = year(curdate())-1  and b.area_name = '华南区' GROUP BY month(a.business_date) ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，深圳XXX路店会员客单数的月增长趋势如何？,,趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""会员客单数占比"":2 } , ""joint"":{ ""会员客单数占比"":""%"" } }",,,销售.销售日期,门店.门店名称='深圳XXX路店',销售.销售日期='去年',销售事实表.销售日期,门店维度表.门店名称='深圳XXX路店'," SELECT      month(a.business_date) as '月份' , count(distinct case when is_member = '会员' then order_id else null end)  as '会员客单数'  ,     count(distinct case when is_member = '会员' then order_id else null end) / count(distinct order_id)  as '会员客单数占比'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE year(a.business_date) = year(curdate())-1  and b.store_name = '深圳XXX路店' GROUP BY month(a.business_date) ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
非会员客单数,,,,,,,,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",昨天的会员客单价是多少？,,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,,销售.是否会员='会员',销售.销售日期='昨天',,销售事实表.是否会员='会员',"SELECT      sum(a.sales_amt) / count(distinct a.order_id)   as '会员客单价'  FROM vw_dwd_fact_store_order_detail as a WHERE a.is_member = '会员' and date(a.business_date) = date_sub(curdate(), interval 1 day)",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,营销【总部】",4月的会员客单价同比下滑的影响因素是什么？,,归因类,归因通用组件,,,,,销售,,,,,,,,,,,,归因分析,归因分析组件,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员客单价是多少？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,,门店.区域名称='华南区' AND 销售.是否会员='会员',销售.销售日期='昨天',,门店维度表.区域名称='华南区' AND 销售事实表.是否会员='会员',SELECT   sum(a.sales_amt) / count(distinct a.order_id)   as '会员客单价'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE date(a.business_date) = curdate() - interval 1 day     and a.is_member = '会员'     and b.area_name = '华南区',,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",为什么华南区4月的会员客单价比3月低？,,归因类,归因通用组件,,,,,销售,,,,,,,,,,,,归因分析,归因分析组件,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",深圳XXX路店昨天的会员客单价是多少？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,,门店.门店名称='深圳XXX路店' AND 销售.是否会员='会员',销售.销售日期='昨天',,门店维度表.门店名称='深圳XXX路店' AND 销售事实表.是否会员='会员',SELECT   sum(a.sales_amt) / count(distinct a.order_id)   as '会员客单价'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE date(a.business_date) = curdate() - interval 1 day     and a.is_member = '会员'     and b.store_name = '深圳XXX路店',,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,营销【总部】",本周与上周相比，会员客单价有何变化？,,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,"{ ""accuracy"":{ ""本周会员客单价"":2, ""上周会员客单价"":2, ""环比差额"":2, ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } }",,,,销售.是否会员='会员',销售.销售日期='本周' OR 销售.销售日期='上周',,销售事实表.是否会员='会员'," SELECT  this_week_sales_amt/this_week_member_orders   as '本周会员客单价'  ,last_week_sales_amt/last_week_member_orders   as '上周会员客单价'  ,(this_week_sales_amt/this_week_member_orders )-(last_week_sales_amt/last_week_member_orders )   as '环比差额'   ,ifnull(((this_week_sales_amt/this_week_member_orders)-(last_week_sales_amt/last_week_member_orders))/(last_week_sales_amt/last_week_member_orders),0)*100   as '环比变化率'  FROM ( 	SELECT  		sum(case when (year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate())) then a.sales_amt else 0 end) as this_week_sales_amt, 	    sum(case when (year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) then a.sales_amt else 0 end) as last_week_sales_amt, 	    count(distinct case when (year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate())) then a.order_id else null end) as this_week_member_orders, 	    count(distinct case when (year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) then a.order_id else null end) as last_week_member_orders 	FROM vw_dwd_fact_store_order_detail as a 	WHERE  	a.is_member = '会员' and ( 	(year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) 	OR ( 	year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate()) 	)) )t",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",本周与上周相比，华南区会员客单价有何变化？,,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,"{ ""accuracy"":{ ""本周会员客单价"":2, ""上周会员客单价"":2, ""环比差额"":2, ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } }",,,,门店.区域名称='华南区' AND 销售.是否会员='会员',销售.销售日期='本周' OR 销售.销售日期='上周',,门店维度表.区域名称='华南区' AND 销售事实表.是否会员='会员',"  SELECT  this_week_sales_amt/this_week_member_orders   as '本周会员客单价'  ,last_week_sales_amt/last_week_member_orders   as '上周会员客单价'  ,(this_week_sales_amt/this_week_member_orders )-(last_week_sales_amt/last_week_member_orders )   as '环比差额'   ,ifnull(((this_week_sales_amt/this_week_member_orders)-(last_week_sales_amt/last_week_member_orders))/(last_week_sales_amt/last_week_member_orders),0)*100   as '环比变化率'  FROM ( 	SELECT  		sum(case when (year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate())) then a.sales_amt else 0 end) as this_week_sales_amt, 	    sum(case when (year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) then a.sales_amt else 0 end) as last_week_sales_amt, 	    count(distinct case when (year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate())) then a.order_id else null end) as this_week_member_orders, 	    count(distinct case when (year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) then a.order_id else null end) as last_week_member_orders 	FROM vw_dwd_fact_store_order_detail as a 	JOIN vw_dwd_dim_store as b on a.store_id = b.store_id 	WHERE  	a.is_member = '会员' and b.area_name = '华南区' and ( 	(year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) 	OR ( 	year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate()) 	)) )t",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",本周与上周相比，深圳XXX路店会员客单价有何变化？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""本周会员客单价"":2, ""上周会员客单价"":2, ""环比差额"":2, ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } }",,,,门店.门店名称='深圳XXX路店' AND 销售.是否会员='会员',销售.销售日期='本周' OR 销售.销售日期='上周',,门店维度表.门店名称='深圳XXX路店' AND 销售事实表.是否会员='会员',"  SELECT  this_week_sales_amt/this_week_member_orders   as '本周会员客单价'  ,last_week_sales_amt/last_week_member_orders   as '上周会员客单价'  ,(this_week_sales_amt/this_week_member_orders )-(last_week_sales_amt/last_week_member_orders )   as '环比差额'   ,ifnull(((this_week_sales_amt/this_week_member_orders)-(last_week_sales_amt/last_week_member_orders))/(last_week_sales_amt/last_week_member_orders),0)*100   as '环比变化率'  FROM ( 	SELECT  		sum(case when (year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate())) then a.sales_amt else 0 end) as this_week_sales_amt, 	    sum(case when (year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) then a.sales_amt else 0 end) as last_week_sales_amt, 	    count(distinct case when (year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate())) then a.order_id else null end) as this_week_member_orders, 	    count(distinct case when (year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) then a.order_id else null end) as last_week_member_orders 	FROM vw_dwd_fact_store_order_detail as a 	JOIN vw_dwd_dim_store as b on a.store_id = b.store_id 	WHERE  	a.is_member = '会员' and b.store_name = '深圳XXX路店' and ( 	(year(a.business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(a.business_date) = weekofyear(date_sub(curdate(), interval 1 week))) 	OR ( 	year(a.business_date)=year(curdate()) and weekofyear(a.business_date) = weekofyear(curdate()) 	)) )t",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,营销【总部】",本月各区域的会员客单价是多少？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,门店.区域名称,销售.是否会员='会员',销售.销售日期='当月',门店维度表.区域名称,销售事实表.是否会员='会员',"SELECT      b.area_name  as '区域名称'  ,     sum(a.sales_amt) / count(distinct a.order_id)   as '会员客单价'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE a.is_member = '会员' and year(a.business_date) = year(curdate()) and month(a.business_date) = month(curdate()) GROUP BY b.area_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,营销【总部】",上个月，哪些区域的会员客单价增长最快？,,排名类,表格,,,,,销售,"{ ""accuracy"":{ ""上个月会员客单价"":2, ""环比会员客单价"":2, ""环比差额"":2, ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } }",,,门店.区域名称,销售.是否会员='会员',销售.销售日期='上个月',门店维度表.区域名称,销售事实表.是否会员='会员',"SELECT  area_name  as '区域名称'  ,last_month_order_price  as '上个月会员客单价' ,last_last_month_order_price  as '环比会员客单价'  ,last_month_order_price - last_last_month_order_price   as '环比差额',(last_month_order_price - last_last_month_order_price)/ last_last_month_order_price*100  as '同比变化率' FROM ( SELECT      b.area_name,    sum(case when year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month)) 	then a.sales_amt else 0 end) /       count(distinct case when year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month)) 	 then a.order_id else 0 end) as last_month_order_price  	 	     ,sum(case when year(a.business_date)=year(date_sub(curdate(), interval 2 month)) and month(a.business_date) = month(date_sub(curdate(), interval 2 month)) 	then a.sales_amt else 0 end) /       count(distinct case when year(a.business_date)=year(date_sub(curdate(), interval 2 month)) and month(a.business_date) = month(date_sub(curdate(), interval 2 month)) 	 then a.order_id else 0 end) as last_last_month_order_price  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE a.is_member = '会员'  and  ( (year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month)) ) or ( year(a.business_date)=year(date_sub(curdate(), interval 2 month)) and month(a.business_date) = month(date_sub(curdate(), interval 2 month)) ) ) GROUP BY b.area_name  ) t   ORDER BY '同比变化率' DESC",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月，深圳XXX路店的会员客单价是多少？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,,门店.门店名称='深圳XXX路店' AND 销售.是否会员='会员',销售.销售日期='上个月',,门店维度表.门店名称='深圳XXX路店' AND 销售事实表.是否会员='会员',"SELECT      sum(a.sales_amt) / count(distinct a.order_id)   as '会员客单价'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_store as b on a.store_id = b.store_id WHERE a.is_member = '会员' and b.store_name = '深圳XXX路店' and year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,营销【总部】",上个月，线上和线下渠道的会员客单价分别是多少？,,排名类,表格,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,渠道.渠道名称,销售.是否会员='会员',销售.销售日期='上个月',渠道维度表.渠道名称,销售事实表.是否会员='会员',"SELECT c.channel_name  as '渠道名称'  , sum(a.sales_amt) / count(distinct a.order_id)     as '会员客单价'   FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_channel as c on a.channel_id = c.channel_id WHERE year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))     and a.is_member = '会员' GROUP BY c.channel_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",上个月，华南区线上和线下渠道的会员客单价分别是多少？,,排名类,表格,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,渠道.渠道名称,门店.区域名称='华南区' AND 销售.是否会员='会员',销售.销售日期='上个月',渠道维度表.渠道名称,门店维度表.区域名称='华南区' AND 销售事实表.是否会员='会员',"SELECT c.channel_name  as '渠道名称'  , sum(a.sales_amt) / count(distinct a.order_id)     as '会员客单价'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_channel as c on a.channel_id = c.channel_id JOIN vw_dwd_dim_store as e on a.store_id = e.store_id WHERE year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))     and a.is_member = '会员' 	and e.area_name = '华南区' GROUP BY c.channel_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月，深圳XXX路店线上和线下渠道的会员客单价分别是多少？,,排名类,表格,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,渠道.渠道名称,门店.门店名称='深圳XXX路店' AND 销售.是否会员='会员',销售.销售日期='上个月',渠道维度表.渠道名称,门店维度表.门店名称='深圳XXX路店' AND 销售事实表.是否会员='会员',"SELECT c.channel_name  as '渠道名称'  , sum(a.sales_amt) / count(distinct a.order_id)     as '会员客单价'  FROM vw_dwd_fact_store_order_detail as a JOIN vw_dwd_dim_channel as c on a.channel_id = c.channel_id JOIN vw_dwd_dim_store as e on a.store_id = e.store_id WHERE year(a.business_date)=year(date_sub(curdate(), interval 1 month)) and month(a.business_date) = month(date_sub(curdate(), interval 1 month))     and a.is_member = '会员' 	and e.store_name = '深圳XXX路店' GROUP BY c.channel_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,营销【总部】",去年全年，会员客单价的月增长趋势如何？,,趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,销售.销售日期,销售.是否会员='会员',销售.销售日期='去年',销售事实表.销售日期,销售事实表.是否会员='会员',"select      date_format(business_date, '%Y-%m')   as '月份' ,      sum(sales_amt) / count(distinct order_id)   as '会员客单价'  from      vw_dwd_fact_store_order_detail where      is_member = '会员' and      year(business_date) = year(curdate()) - 1 group by      date_format(business_date, '%Y-%m') order by      date_format(business_date, '%Y-%m') ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",去年全年，华南区会员客单价的月增长趋势如何？,,趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,销售.销售日期,门店.区域名称='华南区' AND 销售.是否会员='会员',销售.销售日期='去年',销售事实表.销售日期,门店维度表.区域名称='华南区' AND 销售事实表.是否会员='会员',"   select      date_format(a.business_date, '%Y-%m')  as '月份' ,      sum(a.sales_amt) / count(distinct a.order_id) as '会员客单价'  from      vw_dwd_fact_store_order_detail a join      vw_dwd_dim_store b on a.store_id = b.store_id where      a.is_member = '会员' and      b.area_name = '华南区' and      year(a.business_date) = year(curdate()) - 1 group by      date_format(a.business_date, '%Y-%m') order by      date_format(business_date, '%Y-%m') ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，深圳XXX路店会员客单价的月增长趋势如何？,,趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""会员客单价"":2 } , ""joint"":{ } }",,,销售.销售日期,门店.门店名称='深圳XXX路店' AND 销售.是否会员='会员',销售.销售日期='去年',销售事实表.销售日期,门店维度表.门店名称='深圳XXX路店' AND 销售事实表.是否会员='会员',"   select          date_format(a.business_date, '%Y-%m')  as '月份' ,      sum(a.sales_amt) / count(distinct a.order_id) as '会员客单价'  from      vw_dwd_fact_store_order_detail a join      vw_dwd_dim_store b on a.store_id = b.store_id where      a.is_member = '会员' and      b.store_name = '深圳XXX路店' and      year(a.business_date) = year(curdate()) - 1 group by      date_format(a.business_date, '%Y-%m') order by      date_format(business_date, '%Y-%m') ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
非会员客单数,,,,,,,,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",昨天新增了多少会员？,,指标类,单指标卡片,,,,,销售,,,,,销售会员.会员状态='有效会员' AND 销售会员.会员类别='新会员',销售.销售日期='昨天',,销售会员维度表.会员状态='有效会员' AND 销售会员维度表.会员类别='新会员',"SELECT COUNT(DISTINCT member_id)   as '新增会员数'  FROM vw_dwd_dim_sale_member_label  WHERE business_date = DATE_SUB(CURDATE(), INTERVAL 1 DAY) AND member_status = '有效会员' AND member_type = '新会员'",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,营销【总部】",为什么3月新增的会员比2月低很多？,,归因类,归因通用组件,,,,,销售,,,,,,,,,,,,归因分析,归因分析组件,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天新增了多少会员？,,指标类,单指标卡片,,,,,销售,,,,,门店.区域名称='华南区' AND 销售会员.会员状态='有效会员' AND 销售会员.会员类别='新会员',销售.销售日期='昨天',,门店维度表.区域名称='华南区' AND 销售会员维度表.会员状态='有效会员' AND 销售会员维度表.会员类别='新会员',"SELECT COUNT(DISTINCT b.member_id)   as '新增会员数'  FROM vw_dwd_fact_store_order_detail a  JOIN vw_dwd_dim_sale_member_label b ON a.member_detail_id = b.member_detail_id JOIN vw_dwd_dim_store c ON a.store_id = c.store_id WHERE a.business_date = DATE_SUB(CURDATE(), INTERVAL 1 DAY) AND c.area_name = '华南区' AND b.member_status = '有效会员' AND b.member_type = '新会员'",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
